"Code","Name","Alternative code","Formulation","Alternative name","Alternative formulation","Really equivalent?"
0605010S0BBAQAH,Genotropin MiniQuick 1mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AAAHAH,,Somatropin (rbe) 1mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBARBC,Genotropin MiniQuick 1.2mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AABCBC,,Somatropin (rbe) 1.2mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBASBD,Genotropin MiniQuick 1.4mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AABDBD,,Somatropin (rbe) 1.4mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBATBE,Genotropin MiniQuick 1.6mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AABEBE,,Somatropin (rbe) 1.6mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBAUBF,Genotropin MiniQuick 1.8mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AABFBF,,Somatropin (rbe) 1.8mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBAVBG,Genotropin MiniQuick 2mg powder and solvent for solution for injection pre-filled disposable devices,0605010S0AABGBG,,Somatropin (rbe) 2mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBAWBN,Genotropin GoQuick 12mg powder and solvent for solution for injection pre-filled pens,0605010S0AABNBN,,Somatropin (rbe) 12mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BBAXBP,Genotropin GoQuick 5.3mg powder and solvent for solution for injection pre-filled pens,0605010S0AABPBP,,Somatropin (rbe) 5.3mg powder and solvent for solution for injection pre-filled disposable devices,,Y
0605010S0BCAEBQ,Saizen 6mg/1.03ml solution for injection cartridges,0605010S0AABQBQ,,Somatropin (rmc) 6mg/1.03ml solution for injection cartridges,,Y
0605010S0BCAFBR,Saizen 12mg/1.5ml solution for injection cartridges,0605010S0AABRBR,,Somatropin (rmc) 12mg/1.5ml solution for injection cartridges,,Y
0605010S0BCAGBS,Saizen 20mg/2.5ml solution for injection cartridges,0605010S0AABSBS,,Somatropin (rmc) 20mg/2.5ml solution for injection cartridges,,Y
0605010S0BEAKBV,Norditropin FlexPro 5mg/1.5ml solution for injection pre-filled pens,0605010S0AABVBV,,Somatropin (epr) 5mg/1.5ml solution for injection pre-filled disposable devices,,Y
0605010S0BEALBW,Norditropin FlexPro 10mg/1.5ml solution for injection pre-filled pens,0605010S0AABWBW,,Somatropin (epr) 10mg/1.5ml solution for injection pre-filled disposable devices,,Y
0605010S0BEAMBT,Norditropin FlexPro 15mg/1.5ml solution for injection pre-filled pens,0605010S0AABTBT,,Somatropin (epr) 15mg/1.5ml solution for injection pre-filled disposable devices,,Y
0605010S0BFAAAB,Zomacton 4mg powder and solvent for solution for injection vials,0605010S0AAABAB,,Somatropin (rbe) 4mg powder and solvent for solution for injection vials,,Y
0605010T0AAAAAA,Tetracosactide 250micrograms/1ml solution for injection ampoules,0605010T0BBAAAA,,Synacthen 250micrograms/1ml solution for injection ampoules,,Y
0605010T0AAABAB,Tetracosactide 1mg/1ml suspension for injection ampoules,0605010T0BBABAB,,Synacthen Depot 1mg/1ml suspension for injection ampoules,,Y
0605010T0BBAAAA,Synacthen 250micrograms/1ml solution for injection ampoules,0605010T0AAAAAA,,Tetracosactide 250micrograms/1ml solution for injection ampoules,,Y
0605010T0BBABAB,Synacthen Depot 1mg/1ml suspension for injection ampoules,0605010T0AAABAB,,Tetracosactide 1mg/1ml suspension for injection ampoules,,Y
0605010X0AAABAB,Choriogonadotropin alfa 250micrograms/0.5ml solution for injection pre-filled syringes,0605010X0BBABAB,,Ovitrelle 250micrograms/0.5ml solution for injection pre-filled syringes,,Y
0605010X0BBABAB,Ovitrelle 250micrograms/0.5ml solution for injection pre-filled syringes,0605010X0AAABAB,,Choriogonadotropin alfa 250micrograms/0.5ml solution for injection pre-filled syringes,,Y
0605010Y0AAAAAA,Lutropin alfa 75unit powder and solvent for solution for injection vials,0605010Y0BBAAAA,,Luveris 75unit powder and solvent for solution for injection vials,,Y
0605010Y0BBAAAA,Luveris 75unit powder and solvent for solution for injection vials,0605010Y0AAAAAA,,Lutropin alfa 75unit powder and solvent for solution for injection vials,,Y
0605010Z0AAAAAA,Pegvisomant 10mg powder and solvent for solution for injection vials,0605010Z0BBAAAA,,Somavert 10mg powder and solvent for solution for injection vials,,Y
0605010Z0AAABAB,Pegvisomant 15mg powder and solvent for solution for injection vials,0605010Z0BBABAB,,Somavert 15mg powder and solvent for solution for injection vials,,Y
0605010Z0AAACAC,Pegvisomant 20mg powder and solvent for solution for injection vials,0605010Z0BBACAC,,Somavert 20mg powder and solvent for solution for injection vials,,Y
0605010Z0AAADAD,Pegvisomant 25mg powder and solvent for solution for injection vials,0605010Z0BBADAD,,Somavert 25mg powder and solvent for solution for injection vials,,Y
0605010Z0AAAEAE,Pegvisomant 30mg powder and solvent for solution for injection vials,0605010Z0BBAEAE,,Somavert 30mg powder and solvent for solution for injection vials,,Y
0605010Z0BBAAAA,Somavert 10mg powder and solvent for solution for injection vials,0605010Z0AAAAAA,,Pegvisomant 10mg powder and solvent for solution for injection vials,,Y
0605010Z0BBABAB,Somavert 15mg powder and solvent for solution for injection vials,0605010Z0AAABAB,,Pegvisomant 15mg powder and solvent for solution for injection vials,,Y
0605010Z0BBACAC,Somavert 20mg powder and solvent for solution for injection vials,0605010Z0AAACAC,,Pegvisomant 20mg powder and solvent for solution for injection vials,,Y
0605010Z0BBADAD,Somavert 25mg powder and solvent for solution for injection vials,0605010Z0AAADAD,,Pegvisomant 25mg powder and solvent for solution for injection vials,,Y
0605010Z0BBAEAE,Somavert 30mg powder and solvent for solution for injection vials,0605010Z0AAAEAE,,Pegvisomant 30mg powder and solvent for solution for injection vials,,Y
0605020E0AAAAAA,Desmopressin 4micrograms/1ml solution for injection ampoules,0605020E0BBABAA,,DDAVP 4micrograms/1ml solution for injection ampoules,,Y
0605020E0AAADAD,Desmopressin 100microgram tablets,0605020E0BBAEAD,,DDAVP 0.1mg tablets,,Y
0605020E0AAAEAE,Desmopressin 200microgram tablets,0605020E0BBADAE,,DDAVP 0.2mg tablets,,Y
0605020E0AAAEAE,Desmopressin 200microgram tablets,0605020E0BEAAAE,,Desmotabs 0.2mg tablets,,Y
0605020E0AABKBK,Desmopressin 15micrograms/1ml solution for injection ampoules,0605020E0BIABBK,,Octim 15micrograms/1ml solution for injection ampoules,,Y
0605020E0AABLBL,Desmopressin 120microgram oral lyophilisates sugar free,0605020E0BBAGBL,,DDAVP Melt 120microgram oral lyophilisates,,Y
0605020E0AABLBL,Desmopressin 120microgram oral lyophilisates sugar free,0605020E0BJAABL,,DesmoMelt 120microgram oral lyophilisates,,Y
0605020E0AABMBM,Desmopressin 60microgram oral lyophilisates sugar free,0605020E0BBAFBM,,DDAVP Melt 60microgram oral lyophilisates,,Y
0605020E0AABNBN,Desmopressin 240microgram oral lyophilisates sugar free,0605020E0BBAHBN,,DDAVP Melt 240microgram oral lyophilisates,,Y
0605020E0AABNBN,Desmopressin 240microgram oral lyophilisates sugar free,0605020E0BJABBN,,DesmoMelt 240microgram oral lyophilisates,,Y
0605020E0AABSBS,Desmopressin 5micrograms/5ml oral solution,0605020E0AABWBW,Oral solution,Desmopressin 5micrograms/5ml oral suspension,Oral suspension,Y
0605020E0AABUBU,Desmopressin 50microgram oral lyophilisates sugar free,0605020E0BKAABU,,Noqdirna 50microgram oral lyophilisates,,Y
0605020E0AABVBV,Desmopressin 25microgram oral lyophilisates sugar free,0605020E0BKABBV,,Noqdirna 25microgram oral lyophilisates,,Y
0605020E0AABWBW,Desmopressin 5micrograms/5ml oral suspension,0605020E0AABSBS,Oral suspension,Desmopressin 5micrograms/5ml oral solution,Oral solution,Y
0605020E0AABXBX,Desmopressin 360micrograms/ml oral solution sugar free,0605020E0BLAABX,,Demovo 360micrograms/ml oral solution,,Y
0605020E0BBABAA,DDAVP 4micrograms/1ml solution for injection ampoules,0605020E0AAAAAA,,Desmopressin 4micrograms/1ml solution for injection ampoules,,Y
0605020E0BBADAE,DDAVP 0.2mg tablets,0605020E0AAAEAE,,Desmopressin 200microgram tablets,,Y
0605020E0BBADAE,DDAVP 0.2mg tablets,0605020E0BEAAAE,,Desmotabs 0.2mg tablets,,Y
0605020E0BBAEAD,DDAVP 0.1mg tablets,0605020E0AAADAD,,Desmopressin 100microgram tablets,,Y
0605020E0BBAFBM,DDAVP Melt 60microgram oral lyophilisates,0605020E0AABMBM,,Desmopressin 60microgram oral lyophilisates sugar free,,Y
0605020E0BBAGBL,DDAVP Melt 120microgram oral lyophilisates,0605020E0AABLBL,,Desmopressin 120microgram oral lyophilisates sugar free,,Y
0605020E0BBAGBL,DDAVP Melt 120microgram oral lyophilisates,0605020E0BJAABL,,DesmoMelt 120microgram oral lyophilisates,,Y
0605020E0BBAHBN,DDAVP Melt 240microgram oral lyophilisates,0605020E0AABNBN,,Desmopressin 240microgram oral lyophilisates sugar free,,Y
0605020E0BBAHBN,DDAVP Melt 240microgram oral lyophilisates,0605020E0BJABBN,,DesmoMelt 240microgram oral lyophilisates,,Y
0605020E0BEAAAE,Desmotabs 0.2mg tablets,0605020E0AAAEAE,,Desmopressin 200microgram tablets,,Y
0605020E0BEAAAE,Desmotabs 0.2mg tablets,0605020E0BBADAE,,DDAVP 0.2mg tablets,,Y
0605020E0BIABBK,Octim 15micrograms/1ml solution for injection ampoules,0605020E0AABKBK,,Desmopressin 15micrograms/1ml solution for injection ampoules,,Y
0605020E0BJAABL,DesmoMelt 120microgram oral lyophilisates,0605020E0AABLBL,,Desmopressin 120microgram oral lyophilisates sugar free,,Y
0605020E0BJAABL,DesmoMelt 120microgram oral lyophilisates,0605020E0BBAGBL,,DDAVP Melt 120microgram oral lyophilisates,,Y
0605020E0BJABBN,DesmoMelt 240microgram oral lyophilisates,0605020E0AABNBN,,Desmopressin 240microgram oral lyophilisates sugar free,,Y
0605020E0BJABBN,DesmoMelt 240microgram oral lyophilisates,0605020E0BBAHBN,,DDAVP Melt 240microgram oral lyophilisates,,Y
0605020E0BKAABU,Noqdirna 50microgram oral lyophilisates,0605020E0AABUBU,,Desmopressin 50microgram oral lyophilisates sugar free,,Y
0605020E0BKABBV,Noqdirna 25microgram oral lyophilisates,0605020E0AABVBV,,Desmopressin 25microgram oral lyophilisates sugar free,,Y
0605020E0BLAABX,Demovo 360micrograms/ml oral solution,0605020E0AABXBX,,Desmopressin 360micrograms/ml oral solution sugar free,,Y
0605020T0AAAAAA,Terlipressin 1mg powder and solvent for solution for injection vials,0605020T0BBAAAA,,Glypressin 1mg powder and solvent for solution for injection vials,,Y
0605020T0BBAAAA,Glypressin 1mg powder and solvent for solution for injection vials,0605020T0AAAAAA,,Terlipressin 1mg powder and solvent for solution for injection vials,,Y
0605020Y0AAAAAA,Tolvaptan 15mg tablets,0605020Y0BBAAAA,,Samsca 15mg tablets,,Y
0605020Y0AAAAAA,Tolvaptan 15mg tablets,0605020Y0BCAAAA,,Jinarc 15mg tablets,,Y
0605020Y0AAABAB,Tolvaptan 30mg tablets,0605020Y0BBABAB,,Samsca 30mg tablets,,Y
0605020Y0AAABAB,Tolvaptan 30mg tablets,0605020Y0BCABAB,,Jinarc 30mg tablets,,Y
0605020Y0AAACAC,Tolvaptan 45mg tablets and Tolvaptan 15mg tablets,0605020Y0BCACAC,,Jinarc 45mg tablets and Jinarc 15mg tablets,,Y
0605020Y0AAADAD,Tolvaptan 60mg tablets and Tolvaptan 30mg tablets,0605020Y0BCADAD,,Jinarc 60mg tablets and Jinarc 30mg tablets,,Y
0605020Y0AAAEAE,Tolvaptan 90mg tablets and Tolvaptan 30mg tablets,0605020Y0BCAEAE,,Jinarc 90mg tablets and Jinarc 30mg tablets,,Y
0605020Y0AAAFAF,Tolvaptan 7.5mg tablets,0605020Y0BBACAF,,Samsca 7.5mg tablets,,Y
0605020Y0BBAAAA,Samsca 15mg tablets,0605020Y0AAAAAA,,Tolvaptan 15mg tablets,,Y
0605020Y0BBAAAA,Samsca 15mg tablets,0605020Y0BCAAAA,,Jinarc 15mg tablets,,Y
0605020Y0BBABAB,Samsca 30mg tablets,0605020Y0AAABAB,,Tolvaptan 30mg tablets,,Y
0605020Y0BBABAB,Samsca 30mg tablets,0605020Y0BCABAB,,Jinarc 30mg tablets,,Y
0605020Y0BBACAF,Samsca 7.5mg tablets,0605020Y0AAAFAF,,Tolvaptan 7.5mg tablets,,Y
0605020Y0BCAAAA,Jinarc 15mg tablets,0605020Y0AAAAAA,,Tolvaptan 15mg tablets,,Y
0605020Y0BCAAAA,Jinarc 15mg tablets,0605020Y0BBAAAA,,Samsca 15mg tablets,,Y
0605020Y0BCABAB,Jinarc 30mg tablets,0605020Y0AAABAB,,Tolvaptan 30mg tablets,,Y
0605020Y0BCABAB,Jinarc 30mg tablets,0605020Y0BBABAB,,Samsca 30mg tablets,,Y
0605020Y0BCACAC,Jinarc 45mg tablets and Jinarc 15mg tablets,0605020Y0AAACAC,,Tolvaptan 45mg tablets and Tolvaptan 15mg tablets,,Y
0605020Y0BCADAD,Jinarc 60mg tablets and Jinarc 30mg tablets,0605020Y0AAADAD,,Tolvaptan 60mg tablets and Tolvaptan 30mg tablets,,Y
0605020Y0BCAEAE,Jinarc 90mg tablets and Jinarc 30mg tablets,0605020Y0AAAEAE,,Tolvaptan 90mg tablets and Tolvaptan 30mg tablets,,Y
0606020A0AAACAC,Alendronic acid 70mg tablets,0606020A0AAAHAH,Oral tablet,Alendronic acid 70mg effervescent tablets sugar free,Effervescent tablet sugar free,Y
0606020A0AAACAC,Alendronic acid 70mg tablets,0606020A0BBADAC,,Fosamax Once Weekly 70mg tablets,,Y
0606020A0AAAHAH,Alendronic acid 70mg effervescent tablets sugar free,0606020A0AAACAC,Effervescent tablet sugar free,Alendronic acid 70mg tablets,Oral tablet,Y
0606020A0AAAHAH,Alendronic acid 70mg effervescent tablets sugar free,0606020A0BCAAAH,,Binosto 70mg effervescent tablets,,Y
0606020A0BBADAC,Fosamax Once Weekly 70mg tablets,0606020A0AAACAC,,Alendronic acid 70mg tablets,,Y
0606020A0BCAAAH,Binosto 70mg effervescent tablets,0606020A0AAAHAH,,Alendronic acid 70mg effervescent tablets sugar free,,Y
0606020AAAAAAAA,Romosozumab 105mg/1.17ml solution for injection pre-filled disposable devices,0606020AABBAAAA,,Evenity 105mg/1.17ml solution for injection pre-filled pens,,Y
0606020AABBAAAA,Evenity 105mg/1.17ml solution for injection pre-filled pens,0606020AAAAAAAA,,Romosozumab 105mg/1.17ml solution for injection pre-filled disposable devices,,Y
0606020T0AAAAAA,Sodium clodronate 400mg capsules,0606020T0BDAAAA,,Clasteon 400mg capsules,,Y
0606020T0AAADAD,Sodium clodronate 520mg tablets,0606020T0BBACAD,,Loron 520mg tablets,,Y
0606020T0AAAEAE,Sodium clodronate 800mg tablets,0606020T0BDABAE,,Clasteon 800mg tablets,,Y
0606020T0BBACAD,Loron 520mg tablets,0606020T0AAADAD,,Sodium clodronate 520mg tablets,,Y
0606020T0BDAAAA,Clasteon 400mg capsules,0606020T0AAAAAA,,Sodium clodronate 400mg capsules,,Y
0606020T0BDABAE,Clasteon 800mg tablets,0606020T0AAAEAE,,Sodium clodronate 800mg tablets,,Y
0606020V0AAABAB,Zoledronic acid 4mg/5ml solution for infusion vials,0606020V0BBABAB,,Zometa 4mg/5ml solution for infusion vials,,Y
0606020V0AAACAC,Zoledronic acid 5mg/100ml infusion bottles,0606020V0AAAGAG,Infusion,Zoledronic acid 5mg/100ml infusion bags,Infusion,Y
0606020V0AAACAC,Zoledronic acid 5mg/100ml infusion bottles,0606020V0AAAFAF,Infusion,Zoledronic acid 5mg/100ml solution for infusion vials,Solution for infusion,Y
0606020V0AAACAC,Zoledronic acid 5mg/100ml infusion bottles,0606020V0BCAAAC,,Aclasta 5mg/100ml infusion bottles,,Y
0606020V0AAADAD,Zoledronic acid 4mg/100ml infusion bags,0606020V0AAAEAE,Infusion,Zoledronic acid 4mg/100ml solution for infusion vials,Solution for infusion,Y
0606020V0AAADAD,Zoledronic acid 4mg/100ml infusion bottles,0606020V0AAAEAE,Infusion,Zoledronic acid 4mg/100ml solution for infusion vials,Solution for infusion,Y
0606020V0AAADAD,Zoledronic acid 4mg/100ml infusion bottles,0606020V0BBACAD,,Zometa 4mg/100ml infusion bottles,,Y
0606020V0AAAEAE,Zoledronic acid 4mg/100ml solution for infusion vials,0606020V0AAADAD,Solution for infusion,Zoledronic acid 4mg/100ml infusion bags,Infusion,Y
0606020V0AAAEAE,Zoledronic acid 4mg/100ml solution for infusion vials,0606020V0AAADAD,Solution for infusion,Zoledronic acid 4mg/100ml infusion bottles,Infusion,Y
0606020V0AAAFAF,Zoledronic acid 5mg/100ml solution for infusion vials,0606020V0AAAGAG,Solution for infusion,Zoledronic acid 5mg/100ml infusion bags,Infusion,Y
0606020V0AAAFAF,Zoledronic acid 5mg/100ml solution for infusion vials,0606020V0AAACAC,Solution for infusion,Zoledronic acid 5mg/100ml infusion bottles,Infusion,Y
0606020V0AAAGAG,Zoledronic acid 5mg/100ml infusion bags,0606020V0AAAFAF,Infusion,Zoledronic acid 5mg/100ml solution for infusion vials,Solution for infusion,Y
0606020V0AAAGAG,Zoledronic acid 5mg/100ml infusion bags,0606020V0AAACAC,Infusion,Zoledronic acid 5mg/100ml infusion bottles,Infusion,Y
0606020V0BBABAB,Zometa 4mg/5ml solution for infusion vials,0606020V0AAABAB,,Zoledronic acid 4mg/5ml solution for infusion vials,,Y
0606020V0BBACAD,Zometa 4mg/100ml infusion bottles,0606020V0AAADAD,,Zoledronic acid 4mg/100ml infusion bottles,,Y
0606020V0BCAAAC,Aclasta 5mg/100ml infusion bottles,0606020V0AAACAC,,Zoledronic acid 5mg/100ml infusion bottles,,Y
0606020W0AAABAB,Ibandronic acid 50mg tablets,0606020W0BBABAB,,Bondronat 50mg tablets,,Y
0606020W0AAABAB,Ibandronic acid 50mg tablets,0606020W0BDAAAB,,Iasibon 50mg tablets,,Y
0606020W0AAACAC,Ibandronic acid 6mg/6ml solution for infusion vials,0606020W0BBACAC,,Bondronat 6mg/6ml concentrate for solution for infusion vials,,Y
0606020W0AAADAD,Ibandronic acid 150mg tablets,0606020W0BCAAAD,,Bonviva 150mg tablets,,Y
0606020W0AAAEAE,Ibandronic acid 3mg/3ml solution for injection pre-filled syringes,0606020W0BCABAE,,Bonviva 3mg/3ml solution for injection pre-filled syringes,,Y
0606020W0BBABAB,Bondronat 50mg tablets,0606020W0AAABAB,,Ibandronic acid 50mg tablets,,Y
0606020W0BBABAB,Bondronat 50mg tablets,0606020W0BDAAAB,,Iasibon 50mg tablets,,Y
0606020W0BBACAC,Bondronat 6mg/6ml concentrate for solution for infusion vials,0606020W0AAACAC,,Ibandronic acid 6mg/6ml solution for infusion vials,,Y
0606020W0BCAAAD,Bonviva 150mg tablets,0606020W0AAADAD,,Ibandronic acid 150mg tablets,,Y
0606020W0BCABAE,Bonviva 3mg/3ml solution for injection pre-filled syringes,0606020W0AAAEAE,,Ibandronic acid 3mg/3ml solution for injection pre-filled syringes,,Y
0606020W0BDAAAB,Iasibon 50mg tablets,0606020W0AAABAB,,Ibandronic acid 50mg tablets,,Y
0606020W0BDAAAB,Iasibon 50mg tablets,0606020W0BBABAB,,Bondronat 50mg tablets,,Y
0606020Y0AAAAAA,Alendronic acid 70mg / Colecalciferol 70microgram tablets,0606020Y0BBAAAA,,Fosavance tablets,,Y
0606020Y0BBAAAA,Fosavance tablets,0606020Y0AAAAAA,,Alendronic acid 70mg / Colecalciferol 70microgram tablets,,Y
0606020Z0AAAAAA,Denosumab 60mg/1ml solution for injection pre-filled syringes,0606020Z0BBAAAA,,Prolia 60mg/1ml solution for injection pre-filled syringes,,Y
0606020Z0AAABAB,Denosumab 120mg/1.7ml solution for injection vials,0606020Z0BCAAAB,,Xgeva 120mg/1.7ml solution for injection vials,,Y
0606020Z0AAACAC,Denosumab 120mg/1ml solution for injection pre-filled syringes,0606020Z0BCABAC,,Xgeva 120mg/1ml solution for injection pre-filled syringes,,Y
0606020Z0BBAAAA,Prolia 60mg/1ml solution for injection pre-filled syringes,0606020Z0AAAAAA,,Denosumab 60mg/1ml solution for injection pre-filled syringes,,Y
0606020Z0BCAAAB,Xgeva 120mg/1.7ml solution for injection vials,0606020Z0AAABAB,,Denosumab 120mg/1.7ml solution for injection vials,,Y
0606020Z0BCABAC,Xgeva 120mg/1ml solution for injection pre-filled syringes,0606020Z0AAACAC,,Denosumab 120mg/1ml solution for injection pre-filled syringes,,Y
0607010C0AAAAAA,Cabergoline 500microgram tablets,0607010C0BBAAAA,,Dostinex 500microgram tablets,,Y
0607010C0BBAAAA,Dostinex 500microgram tablets,0607010C0AAAAAA,,Cabergoline 500microgram tablets,,Y
0607020B0AAAAAA,Buserelin 150micrograms/dose nasal spray,0607020B0BBAAAA,,Suprecur 150micrograms/dose nasal spray,,Y
0607020B0BBAAAA,Suprecur 150micrograms/dose nasal spray,0607020B0AAAAAA,,Buserelin 150micrograms/dose nasal spray,,Y
0607020D0AAAAAA,Cetrorelix 250microgram powder and solvent for solution for injection vials,0607020D0BBAAAA,,Cetrotide 250microgram powder and solvent for solution for injection vials,,Y
0607020D0BBAAAA,Cetrotide 250microgram powder and solvent for solution for injection vials,0607020D0AAAAAA,,Cetrorelix 250microgram powder and solvent for solution for injection vials,,Y
0607020P0AAAAAA,Nafarelin 200micrograms/dose nasal spray,0607020P0BBABAA,,Synarel 200micrograms/dose nasal spray,,Y
0607020P0BBABAA,Synarel 200micrograms/dose nasal spray,0607020P0AAAAAA,,Nafarelin 200micrograms/dose nasal spray,,Y
0607020Y0AAABAB,Linzagolix 100mg tablets,0607020Y0BBAAAB,,Yselty 100mg tablets,,Y
0607020Y0AAACAC,Linzagolix 200mg tablets,0607020Y0BBABAC,,Yselty 200mg tablets,,Y
0607020Y0BBAAAB,Yselty 100mg tablets,0607020Y0AAABAB,,Linzagolix 100mg tablets,,Y
0607020Y0BBABAC,Yselty 200mg tablets,0607020Y0AAACAC,,Linzagolix 200mg tablets,,Y
0607040A0AAAAAA,Mecasermin 40mg/4ml solution for injection vials,0607040A0BBAAAA,,Increlex 40mg/4ml solution for injection vials,,Y
0607040A0BBAAAA,Increlex 40mg/4ml solution for injection vials,0607040A0AAAAAA,,Mecasermin 40mg/4ml solution for injection vials,,Y
0607050A0AAAAAA,Metreleptin 3mg powder for solution for injection vials,0607050A0BBAAAA,,Myalepta 3mg powder for solution for injection vials,,Y
0607050A0AAABAB,Metreleptin 5.8mg powder for solution for injection vials,0607050A0BBABAB,,Myalepta 5.8mg powder for solution for injection vials,,Y
0607050A0AAACAC,Metreleptin 11.3mg powder for solution for injection vials,0607050A0BBACAC,,Myalepta 11.3mg powder for solution for injection vials,,Y
0607050A0BBAAAA,Myalepta 3mg powder for solution for injection vials,0607050A0AAAAAA,,Metreleptin 3mg powder for solution for injection vials,,Y
0607050A0BBABAB,Myalepta 5.8mg powder for solution for injection vials,0607050A0AAABAB,,Metreleptin 5.8mg powder for solution for injection vials,,Y
0607050A0BBACAC,Myalepta 11.3mg powder for solution for injection vials,0607050A0AAACAC,,Metreleptin 11.3mg powder for solution for injection vials,,Y
0701010D0AAAAAA,Carboprost 250micrograms/1ml solution for injection ampoules,0701010D0BBAAAA,,Hemabate 250micrograms/1ml solution for injection ampoules,,Y
0701010D0BBAAAA,Hemabate 250micrograms/1ml solution for injection ampoules,0701010D0AAAAAA,,Carboprost 250micrograms/1ml solution for injection ampoules,,Y
0701010I0AAAAAA,Dinoprostone 3mg pessaries,0701010I0BBACAA,,Prostin E2 3mg vaginal tablets,,Y
0701010I0AAADAD,Dinoprostone 5mg/0.5ml solution for infusion ampoules,0701010I0BBADAD,,Prostin E2 5mg/0.5ml solution for infusion ampoules,,Y
0701010I0AAAEAE,Dinoprostone 750micrograms/0.75ml solution for infusion ampoules,0701010I0BBAAAE,,Prostin E2 750micrograms/0.75ml solution for infusion ampoules,,Y
0701010I0AAAFAF,Dinoprostone 1mg/2.5ml vaginal gel,0701010I0BBAFAF,,Prostin E2 1mg vaginal gel,,Y
0701010I0AAAGAG,Dinoprostone 2mg/2.5ml vaginal gel,0701010I0BBAGAG,,Prostin E2 2mg vaginal gel,,Y
0701010I0AAAHAH,Dinoprostone 10mg vaginal device,0701010I0BDAAAH,,Propess 10mg vaginal delivery system,,Y
0701010I0BBAAAE,Prostin E2 750micrograms/0.75ml solution for infusion ampoules,0701010I0AAAEAE,,Dinoprostone 750micrograms/0.75ml solution for infusion ampoules,,Y
0701010I0BBACAA,Prostin E2 3mg vaginal tablets,0701010I0AAAAAA,,Dinoprostone 3mg pessaries,,Y
0701010I0BBADAD,Prostin E2 5mg/0.5ml solution for infusion ampoules,0701010I0AAADAD,,Dinoprostone 5mg/0.5ml solution for infusion ampoules,,Y
0701010I0BBAFAF,Prostin E2 1mg vaginal gel,0701010I0AAAFAF,,Dinoprostone 1mg/2.5ml vaginal gel,,Y
0701010I0BBAGAG,Prostin E2 2mg vaginal gel,0701010I0AAAGAG,,Dinoprostone 2mg/2.5ml vaginal gel,,Y
0701010I0BDAAAH,Propess 10mg vaginal delivery system,0701010I0AAAHAH,,Dinoprostone 10mg vaginal device,,Y
0701010T0AAABAB,Oxytocin 5units/1ml solution for injection ampoules,0701010T0BBABAB,,Syntocinon 5units/1ml solution for injection ampoules,,Y
0701010T0AAACAC,Oxytocin 10units/1ml solution for injection ampoules,0701010T0BBACAC,,Syntocinon 10units/1ml solution for injection ampoules,,Y
0701010T0AAAFAF,Ergometrine 500micrograms/1ml / Oxytocin 5units/1ml solution for injection ampoules,0701010T0BCAAAF,,Syntometrine 500micrograms/1ml solution for injection ampoules,,Y
0701010T0BBABAB,Syntocinon 5units/1ml solution for injection ampoules,0701010T0AAABAB,,Oxytocin 5units/1ml solution for injection ampoules,,Y
0701010T0BBACAC,Syntocinon 10units/1ml solution for injection ampoules,0701010T0AAACAC,,Oxytocin 10units/1ml solution for injection ampoules,,Y
0701010T0BCAAAF,Syntometrine 500micrograms/1ml solution for injection ampoules,0701010T0AAAFAF,,Ergometrine 500micrograms/1ml / Oxytocin 5units/1ml solution for injection ampoules,,Y
0701010W0AAABAB,Carbetocin 100micrograms/1ml solution for injection vials,0701010W0BBABAB,,Pabal 100micrograms/1ml solution for injection vials,,Y
0701010W0BBABAB,Pabal 100micrograms/1ml solution for injection vials,0701010W0AAABAB,,Carbetocin 100micrograms/1ml solution for injection vials,,Y
0701011D0AAABAB,Alprostadil 500micrograms/1ml solution for infusion ampoules,0701011D0BBAAAB,,Prostin VR 500micrograms/1ml concentrate for solution for infusion ampoules,,Y
0701011D0BBAAAB,Prostin VR 500micrograms/1ml concentrate for solution for infusion ampoules,0701011D0AAABAB,,Alprostadil 500micrograms/1ml solution for infusion ampoules,,Y
0701011F0AAAAAA,Ibuprofen 10mg/2ml solution for infusion ampoules,0701011F0BBAAAA,,Pedea 10mg/2ml solution for infusion ampoules,,Y
0701011F0BBAAAA,Pedea 10mg/2ml solution for infusion ampoules,0701011F0AAAAAA,,Ibuprofen 10mg/2ml solution for infusion ampoules,,Y
0701021A0AAAAAA,Mifepristone 200mg tablets and Misoprostol 200microgram vaginal tablets,0701021A0BBAAAA,,Medabon Combipack tablets,,Y
0701021A0BBAAAA,Medabon Combipack tablets,0701021A0AAAAAA,,Mifepristone 200mg tablets and Misoprostol 200microgram vaginal tablets,,Y
0701030V0AAAAAA,Atosiban 6.75mg/0.9ml solution for injection vials,0701030V0AAACAC,Solution for injection,Atosiban 6.75mg/0.9ml solution for injection ampoules,Solution for infusion,Y
